,Unnamed: 0.1,Unnamed: 0,Bewohner,Eintrag,Miete,Größe,Stadtteil,frei ab,frei bis,Unnamed: 8,Lease term,EUR / SQM,Name,Neighbourhood,frei bis (Year - Month),Latitude,Longitude
1933,1933,,,07.10.2020,30.0,18,Berlin  Lichterfelde,2020-10-08,2020-10-31,,0.0,1.6666666666666667,07.10.2020-30.0-1.6666666666666667 Berlin  Lichterfelde,Lichterfelde,2020-10,52.437293,13.3138645
1934,1934,,,02.10.2020,320.0,16,Berlin  Moabit,2020-11-01,2021-07-31,,8.0,20.0,02.10.2020-320.0-20.0 Berlin  Moabit,Moabit,2021-07,52.5301017,13.3425422
1935,1935,,,29.09.2020,730.0,24,Berlin  Tempelhof-Schöneberg,2020-10-01,2021-10-01,,12.0,30.416666666666668,29.09.2020-730.0-30.416666666666668 Berlin  Tempelhof-Schöneberg,Schöneberg,2021-10,52.482157,13.3551901
1936,1936,,,23.04.2023,240.0,20,Zimmer von HousingAnywhere*,2023-04-24,,,,12.0,23.04.2023-240.0-12.0 Zimmer von HousingAnywhere*,Berlin,,52.5170365,13.3888599
1937,1937,,,23.04.2023,210.0,21,Zimmer von Spotahome*,2023-04-24,,,,10.0,23.04.2023-210.0-10.0 Zimmer von Spotahome*,Berlin,,52.5170365,13.3888599
1938,1938,,,28.09.2020,30.0,11,Berlin  Hellersdorf,2020-09-28,2021-01-31,,4.0,2.727272727272727,28.09.2020-30.0-2.727272727272727 Berlin  Hellersdorf,Hellersdorf,2021-01,52.5366956,13.6048728
1939,1939,,,27.09.2020,415.0,15,Berlin  Wilmersdorf,2020-01-01,2020-01-02,,0.0,27.666666666666668,27.09.2020-415.0-27.666666666666668 Berlin  Wilmersdorf,Wilmersdorf,2020-01,52.4871152,13.3203298
1940,1940,,,13.09.2020,450.0,13,Berlin  Berlin,2020-10-01,2023-05-12,,31.0,34.61538461538461,13.09.2020-450.0-34.61538461538461 Berlin  Berlin,Berlin,2023-05,52.5170365,13.3888599
1941,1941,,,31.08.2020,400.0,19,Berlin  Lichtenberg,2020-08-31,2020-10-01,,2.0,21.05263157894737,31.08.2020-400.0-21.05263157894737 Berlin  Lichtenberg,Lichtenberg,2020-10,48.9212959,7.4812268
1942,1942,,,25.08.2020,380.0,22,Berlin  Wedding,2020-08-25,2021-01-01,,5.0,17.272727272727273,25.08.2020-380.0-17.272727272727273 Berlin  Wedding,Wedding,2021-01,52.550123,13.34197
1943,1943,,,10.08.2020,40.0,30,Berlin  Moabit,2020-08-10,2020-09-01,,1.0,1.3333333333333333,10.08.2020-40.0-1.3333333333333333 Berlin  Moabit,Moabit,2020-09,52.5301017,13.3425422
1944,1944,,,08.08.2020,380.0,19,Berlin  Friedrichsfelde,2020-10-01,2021-02-01,,4.0,20.0,08.08.2020-380.0-20.0 Berlin  Friedrichsfelde,Berlin,2021-02,52.5170365,13.3888599
1945,1945,,,03.08.2020,40.0,20,Berlin  Prenzlauer Berg,2020-08-03,2020-08-11,,0.0,2.0,03.08.2020-40.0-2.0 Berlin  Prenzlauer Berg,Prenzlauer Berg,2020-08,52.5398466,13.4285652
1946,1946,,,28.07.2020,550.0,18,Berlin  Lichtenrade,2020-07-28,,,,30.555555555555557,28.07.2020-550.0-30.555555555555557 Berlin  Lichtenrade,Berlin,,52.5170365,13.3888599
1947,1947,,,15.07.2020,510.0,12,Berlin  Lichtenberg,2020-08-01,,,,42.5,15.07.2020-510.0-42.5 Berlin  Lichtenberg,Lichtenberg,,48.9212959,7.4812268
1948,1948,,,23.06.2020,450.0,16,Berlin  Moabit,2020-07-01,2020-10-01,,3.0,28.125,23.06.2020-450.0-28.125 Berlin  Moabit,Moabit,2020-10,52.5301017,13.3425422
1949,1949,,,23.06.2020,360.0,26,Berlin  Prenzlauer Berg,2020-07-05,2020-09-30,,2.0,13.846153846153847,23.06.2020-360.0-13.846153846153847 Berlin  Prenzlauer Berg,Prenzlauer Berg,2020-09,52.5398466,13.4285652
1950,1950,,,13.06.2020,450.0,13,Berlin  Wedding,2020-06-13,2020-11-01,,5.0,34.61538461538461,13.06.2020-450.0-34.61538461538461 Berlin  Wedding,Wedding,2020-11,52.550123,13.34197
1951,1951,,,29.05.2020,120.0,17,Berlin  Lichtenberg,2020-06-05,2020-06-19,,0.0,7.0588235294117645,29.05.2020-120.0-7.0588235294117645 Berlin  Lichtenberg,Lichtenberg,2020-06,48.9212959,7.4812268
1952,1952,,,11.05.2020,360.0,11,Berlin  Johannisthal,2020-05-11,,,,32.72727272727273,11.05.2020-360.0-32.72727272727273 Berlin  Johannisthal,Berlin,,52.5170365,13.3888599
1953,1953,,,11.05.2020,20.0,13,Berlin  Moabit,2020-05-11,2020-06-01,,1.0,1.5384615384615385,11.05.2020-20.0-1.5384615384615385 Berlin  Moabit,Moabit,2020-06,52.5301017,13.3425422
1954,1954,,,30.04.2020,45.0,12,Berlin  Pankow,2020-05-17,2020-10-01,,5.0,3.75,30.04.2020-45.0-3.75 Berlin  Pankow,Pankow,2020-10,52.5979174,13.435316
1955,1955,,,28.04.2020,18.0,18,Berlin  Mitte,2020-04-28,2020-12-01,,8.0,1.0,28.04.2020-18.0-1.0 Berlin  Mitte,Mitte,2020-12,52.5178855,13.4040601
1956,1956,,,25.04.2020,300.0,10,Berlin  Weißensee,2020-04-25,,,,30.0,25.04.2020-300.0-30.0 Berlin  Weißensee,Weißensee,,52.5546193,13.4630018
1957,1957,,,23.04.2020,25.0,11,Berlin  Kreuzberg,2020-05-01,2020-05-30,,0.0,2.272727272727273,23.04.2020-25.0-2.272727272727273 Berlin  Kreuzberg,Kreuzberg,2020-05,52.4976443,13.411914
1958,1958,,,23.04.2023,170.0,23,Zimmer von HousingAnywhere*,2023-04-24,,,,7.391304347826087,23.04.2023-170.0-7.391304347826087 Zimmer von HousingAnywhere*,Berlin,,52.5170365,13.3888599
1959,1959,,,23.04.2023,160.0,22,Zimmer von Spotahome*,2023-04-24,,,,7.2727272727272725,23.04.2023-160.0-7.2727272727272725 Zimmer von Spotahome*,Berlin,,52.5170365,13.3888599
1960,1960,,,23.04.2020,25.0,11,Berlin  Kreuzberg,2020-05-01,2020-05-30,,0.0,2.272727272727273,23.04.2020-25.0-2.272727272727273 Berlin  Kreuzberg,Kreuzberg,2020-05,52.4976443,13.411914
1961,1961,,,05.04.2020,580.0,18,Berlin  Lichtenberg,2020-04-05,2021-04-01,,12.0,32.22222222222222,05.04.2020-580.0-32.22222222222222 Berlin  Lichtenberg,Lichtenberg,2021-04,48.9212959,7.4812268
1962,1962,,,31.03.2020,20.0,27,Berlin  Friedrichshain,2020-04-07,2020-06-04,,2.0,0.7407407407407407,31.03.2020-20.0-0.7407407407407407 Berlin  Friedrichshain,Friedrichshain,2020-06,52.5122154,13.4502904
1963,1963,,,25.03.2020,500.0,26,Berlin  Reinickendorf,2020-03-01,2020-08-31,,5.0,19.23076923076923,25.03.2020-500.0-19.23076923076923 Berlin  Reinickendorf,Reinickendorf,2020-08,52.6047631,13.2952872
1964,1964,,,24.03.2020,25.0,6,Berlin  Friedrichshain,2020-03-25,2020-07-01,,4.0,4.166666666666667,24.03.2020-25.0-4.166666666666667 Berlin  Friedrichshain,Friedrichshain,2020-07,52.5122154,13.4502904
1965,1965,,,14.03.2020,429.0,20,Berlin  Berlin - Marzahn,2020-03-14,2020-04-01,,1.0,21.45,14.03.2020-429.0-21.45 Berlin  Berlin - Marzahn,Marzahn,2020-04,52.5429481,13.563142
1966,1966,,,14.03.2020,25.0,16,Berlin  Tegel,2020-03-14,2021-01-01,,10.0,1.5625,14.03.2020-25.0-1.5625 Berlin  Tegel,Tegel,2021-01,52.5873891,13.2790461
1967,1967,,,27.02.2020,35.0,15,Berlin  Schöneberg,2020-03-10,2020-04-07,,1.0,2.3333333333333335,27.02.2020-35.0-2.3333333333333335 Berlin  Schöneberg,Schöneberg,2020-04,52.482157,13.3551901
1968,1968,,,14.02.2020,35.0,25,Berlin  Pankow,2020-02-15,2020-04-01,,2.0,1.4,14.02.2020-35.0-1.4 Berlin  Pankow,Pankow,2020-04,52.5979174,13.435316
1969,1969,,,11.02.2020,35.0,15,Berlin  Kreuzberg,2020-02-16,2020-03-30,,1.0,2.3333333333333335,11.02.2020-35.0-2.3333333333333335 Berlin  Kreuzberg,Kreuzberg,2020-03,52.4976443,13.411914
1970,1970,,,31.01.2020,370.0,20,Berlin  Neukölln,2020-02-17,2020-03-31,,1.0,18.5,31.01.2020-370.0-18.5 Berlin  Neukölln,Neukölln,2020-03,52.4811497,13.4353501
1971,1971,,,29.01.2020,400.0,10,Berlin  Moabit,2020-02-03,2020-03-01,,1.0,40.0,29.01.2020-400.0-40.0 Berlin  Moabit,Moabit,2020-03,52.5301017,13.3425422
1972,1972,,,06.01.2020,28.0,25,Berlin  Mitte,2020-01-18,2020-01-24,,0.0,1.12,06.01.2020-28.0-1.12 Berlin  Mitte,Mitte,2020-01,52.5178855,13.4040601
1973,1973,,,04.01.2020,35.0,35,Berlin  Wedding,2020-01-07,2020-01-15,,0.0,1.0,04.01.2020-35.0-1.0 Berlin  Wedding,Wedding,2020-01,52.550123,13.34197
1974,1974,,,28.12.2019,23.0,12,Berlin  Neukölln,2020-01-16,2020-02-09,,1.0,1.9166666666666667,28.12.2019-23.0-1.9166666666666667 Berlin  Neukölln,Neukölln,2020-02,52.4811497,13.4353501
1975,1975,,,20.12.2019,21.0,25,Berlin  Adlershof,2019-12-20,2020-01-02,,1.0,0.84,20.12.2019-21.0-0.84 Berlin  Adlershof,Berlin,2020-01,52.5170365,13.3888599
1976,1976,,,19.12.2019,500.0,19,Berlin  Wedding,2019-01-01,2020-02-28,,13.0,26.31578947368421,19.12.2019-500.0-26.31578947368421 Berlin  Wedding,Wedding,2020-02,52.550123,13.34197
1977,1977,,,16.12.2019,550.0,20,Berlin  Mitte,2020-01-01,2021-02-01,,13.0,27.5,16.12.2019-550.0-27.5 Berlin  Mitte,Mitte,2021-02,52.5178855,13.4040601
1978,1978,,,15.12.2019,15.0,20,Berlin  Friedrichshain,2019-12-30,2019-12-31,,0.0,0.75,15.12.2019-15.0-0.75 Berlin  Friedrichshain,Friedrichshain,2019-12,52.5122154,13.4502904
1979,1979,,,08.12.2019,25.0,14,Berlin  Neukölln,2019-12-08,2020-01-15,,1.0,1.7857142857142858,08.12.2019-25.0-1.7857142857142858 Berlin  Neukölln,Neukölln,2020-01,52.4811497,13.4353501
1980,1980,,,23.04.2023,200.0,25,Zimmer von HousingAnywhere*,2023-04-24,,,,8.0,23.04.2023-200.0-8.0 Zimmer von HousingAnywhere*,Berlin,,52.5170365,13.3888599
1981,1981,,,23.04.2023,190.0,18,Zimmer von Spotahome*,2023-04-24,,,,10.555555555555555,23.04.2023-190.0-10.555555555555555 Zimmer von Spotahome*,Berlin,,52.5170365,13.3888599
1982,1982,,,06.12.2019,490.0,24,Berlin  BERLIN,2019-01-06,2020-04-08,,15.0,20.416666666666668,06.12.2019-490.0-20.416666666666668 Berlin  BERLIN,Berlin,2020-04,52.5170365,13.3888599
1983,1983,,,25.11.2019,530.0,25,Berlin  Wedding,2019-11-01,2020-03-31,,4.0,21.2,25.11.2019-530.0-21.2 Berlin  Wedding,Wedding,2020-03,52.550123,13.34197
1984,1984,,,19.11.2019,26.0,20,Berlin  Kreuzberg,2019-12-28,2020-01-03,,1.0,1.3,19.11.2019-26.0-1.3 Berlin  Kreuzberg,Kreuzberg,2020-01,52.4976443,13.411914
1985,1985,,,19.11.2019,400.0,30,Berlin  Schildow,2019-12-15,2020-03-15,,3.0,13.333333333333334,19.11.2019-400.0-13.333333333333334 Berlin  Schildow,Berlin,2020-03,52.5170365,13.3888599
1986,1986,,,19.11.2019,12.0,14,Berlin  Friedrichshain,2019-11-19,2019-11-30,,0.0,0.8571428571428571,19.11.2019-12.0-0.8571428571428571 Berlin  Friedrichshain,Friedrichshain,2019-11,52.5122154,13.4502904
1987,1987,,,13.11.2019,390.0,12,Berlin  Prenzlauer Berg,2019-01-05,2019-02-04,,1.0,32.5,13.11.2019-390.0-32.5 Berlin  Prenzlauer Berg,Prenzlauer Berg,2019-02,52.5398466,13.4285652
1988,1988,,,09.11.2019,25.0,12,Berlin  Oberschöneweide,2019-12-01,2020-01-01,,1.0,2.0833333333333335,09.11.2019-25.0-2.0833333333333335 Berlin  Oberschöneweide,Oberschöneweide,2020-01,52.4624563,13.5234762
1989,1989,,,07.11.2019,50.0,20,Berlin  Prenzlauer Berg,2019-12-21,2019-12-26,,0.0,2.5,07.11.2019-50.0-2.5 Berlin  Prenzlauer Berg,Prenzlauer Berg,2019-12,52.5398466,13.4285652
1990,1990,,,03.11.2019,150.0,15,Berlin  Friedrichshain,2019-09-25,2019-10-01,,1.0,10.0,03.11.2019-150.0-10.0 Berlin  Friedrichshain,Friedrichshain,2019-10,52.5122154,13.4502904
1991,1991,,,02.11.2019,400.0,18,Berlin  Lichterfelde,2019-12-01,2020-12-01,,12.0,22.22222222222222,02.11.2019-400.0-22.22222222222222 Berlin  Lichterfelde,Lichterfelde,2020-12,52.437293,13.3138645
1992,1992,,,21.10.2019,45.0,30,Berlin  Westend,2019-11-18,2019-12-05,,1.0,1.5,21.10.2019-45.0-1.5 Berlin  Westend,Berlin,2019-12,52.5170365,13.3888599
1993,1993,,,21.10.2019,800.0,28,Berlin  Neukölln,2019-10-23,2019-11-12,,1.0,28.571428571428573,21.10.2019-800.0-28.571428571428573 Berlin  Neukölln,Neukölln,2019-11,52.4811497,13.4353501
1994,1994,,,20.10.2019,30.0,10,Berlin  Charlottenburg,2019-10-20,2020-10-20,,12.0,3.0,20.10.2019-30.0-3.0 Berlin  Charlottenburg,Charlottenburg,2020-10,52.515747,13.3096834
1995,1995,,,14.10.2019,25.0,13,Berlin  Kreuzberg,2019-11-01,2019-12-01,,1.0,1.9230769230769231,14.10.2019-25.0-1.9230769230769231 Berlin  Kreuzberg,Kreuzberg,2019-12,52.4976443,13.411914
1996,1996,,,08.10.2019,30.0,20,Berlin  Moabit,2019-10-11,2019-10-31,,0.0,1.5,08.10.2019-30.0-1.5 Berlin  Moabit,Moabit,2019-10,52.5301017,13.3425422
1997,1997,,,25.09.2019,25.0,18,Berlin  Wedding,2019-10-04,2019-10-10,,0.0,1.3888888888888888,25.09.2019-25.0-1.3888888888888888 Berlin  Wedding,Wedding,2019-10,52.550123,13.34197
1998,1998,,,17.09.2019,790.0,19,Berlin  strastrobe,2019-09-18,,,,41.578947368421055,17.09.2019-790.0-41.578947368421055 Berlin  strastrobe,Berlin,,52.5170365,13.3888599
1999,1999,,,09.09.2019,30.0,20,Berlin  Prenzlauer Berg/Mitte,2019-09-13,2019-09-23,,0.0,1.5,09.09.2019-30.0-1.5 Berlin  Prenzlauer Berg/Mitte,Mitte,2019-09,52.5178855,13.4040601
2000,2000,,,06.09.2019,57.0,13,Berlin  Berlin,2019-09-09,2019-09-23,,0.0,4.384615384615385,06.09.2019-57.0-4.384615384615385 Berlin  Berlin,Berlin,2019-09,52.5170365,13.3888599
2001,2001,,,05.09.2019,80.0,13,Berlin  Tempelhof,2019-09-05,2019-09-11,,0.0,6.153846153846154,05.09.2019-80.0-6.153846153846154 Berlin  Tempelhof,Tempelhof,2019-09,52.4632921,13.3864477
2002,2002,,,23.04.2023,150.0,16,Zimmer von HousingAnywhere*,2023-04-24,,,,9.375,23.04.2023-150.0-9.375 Zimmer von HousingAnywhere*,Berlin,,52.5170365,13.3888599
2003,2003,,,23.04.2023,130.0,13,Zimmer von Spotahome*,2023-04-24,,,,10.0,23.04.2023-130.0-10.0 Zimmer von Spotahome*,Berlin,,52.5170365,13.3888599
2004,2004,,,29.08.2019,30.0,20,Berlin  Neukölln,2019-09-03,2019-09-08,,0.0,1.5,29.08.2019-30.0-1.5 Berlin  Neukölln,Neukölln,2019-09,52.4811497,13.4353501
2005,2005,,,27.08.2019,40.0,30,Berlin  Moabit,2019-08-28,2019-09-01,,1.0,1.3333333333333333,27.08.2019-40.0-1.3333333333333333 Berlin  Moabit,Moabit,2019-09,52.5301017,13.3425422
2006,2006,,,19.08.2019,30.0,20,Berlin  Prenzlauer Berg,2019-08-23,2019-09-09,,1.0,1.5,19.08.2019-30.0-1.5 Berlin  Prenzlauer Berg,Prenzlauer Berg,2019-09,52.5398466,13.4285652
2007,2007,,,16.08.2019,70.0,20,Berlin  Mitte,2019-08-16,2019-08-19,,0.0,3.5,16.08.2019-70.0-3.5 Berlin  Mitte,Mitte,2019-08,52.5178855,13.4040601
2008,2008,,,14.08.2019,44.0,15,Berlin  Prenzlauer Berg,2019-08-29,2019-09-02,,1.0,2.933333333333333,14.08.2019-44.0-2.933333333333333 Berlin  Prenzlauer Berg,Prenzlauer Berg,2019-09,52.5398466,13.4285652
2009,2009,,,13.08.2019,60.0,40,Berlin  Kreuzberg,2019-08-13,2020-07-10,,11.0,1.5,13.08.2019-60.0-1.5 Berlin  Kreuzberg,Kreuzberg,2020-07,52.4976443,13.411914
2010,2010,,,10.08.2019,45.0,14,Berlin  Berlin,2019-09-09,2019-12-31,,3.0,3.2142857142857144,10.08.2019-45.0-3.2142857142857144 Berlin  Berlin,Berlin,2019-12,52.5170365,13.3888599
2011,2011,,,09.08.2019,20.0,17,Berlin  Friedrichshain,2019-08-11,2019-08-22,,0.0,1.1764705882352942,09.08.2019-20.0-1.1764705882352942 Berlin  Friedrichshain,Friedrichshain,2019-08,52.5122154,13.4502904
2012,2012,,,05.08.2019,40.0,12,Berlin  Mitte,2019-08-06,2019-08-10,,0.0,3.3333333333333335,05.08.2019-40.0-3.3333333333333335 Berlin  Mitte,Mitte,2019-08,52.5178855,13.4040601
2013,2013,,,05.08.2019,300.0,12,Berlin  Mitte - Hauptbanhof,2019-07-01,,,,25.0,05.08.2019-300.0-25.0 Berlin  Mitte - Hauptbanhof,Mitte,,52.5178855,13.4040601
2014,2014,,,21.07.2019,480.0,22,Berlin  Neukölln,2019-07-20,2019-08-20,,1.0,21.818181818181817,21.07.2019-480.0-21.818181818181817 Berlin  Neukölln,Neukölln,2019-08,52.4811497,13.4353501
2015,2015,,,14.07.2019,30.0,25,Berlin  Berlin,2019-07-14,2019-07-30,,0.0,1.2,14.07.2019-30.0-1.2 Berlin  Berlin,Berlin,2019-07,52.5170365,13.3888599
2016,2016,,,13.07.2019,230.0,14,Berlin  Lichtenberg,2019-09-01,2020-06-30,,9.0,16.428571428571427,13.07.2019-230.0-16.428571428571427 Berlin  Lichtenberg,Lichtenberg,2020-06,48.9212959,7.4812268
2017,2017,,,12.07.2019,25.0,15,Berlin  Lichterfelde,2019-07-16,2019-10-21,,3.0,1.6666666666666667,12.07.2019-25.0-1.6666666666666667 Berlin  Lichterfelde,Lichterfelde,2019-10,52.437293,13.3138645
2018,2018,,,30.06.2019,450.0,25,Berlin  Tiergarten,2019-07-07,2019-10-30,,3.0,18.0,30.06.2019-450.0-18.0 Berlin  Tiergarten,Tiergarten,2019-10,50.3408439,6.9562155
2019,2019,,,19.06.2019,270.0,10,Berlin  Berlin,2019-07-01,2019-12-01,,5.0,27.0,19.06.2019-270.0-27.0 Berlin  Berlin,Berlin,2019-12,52.5170365,13.3888599
2020,2020,,,08.06.2019,30.0,20,Berlin  Friedrichshain,2019-07-03,2019-07-08,,0.0,1.5,08.06.2019-30.0-1.5 Berlin  Friedrichshain,Friedrichshain,2019-07,52.5122154,13.4502904
2021,2021,,,07.06.2019,20.0,15,Berlin  Lankwitz,2019-06-22,2019-08-01,,2.0,1.3333333333333333,07.06.2019-20.0-1.3333333333333333 Berlin  Lankwitz,Lankwitz,2019-08,52.4336977,13.3454858
2022,2022,,,01.06.2019,500.0,18,Berlin  Reinickendorf,2019-06-01,,,,27.77777777777778,01.06.2019-500.0-27.77777777777778 Berlin  Reinickendorf,Reinickendorf,,52.6047631,13.2952872
2023,2023,,,20.05.2019,490.0,20,Berlin  Mitte,2018-09-01,2018-11-30,,2.0,24.5,20.05.2019-490.0-24.5 Berlin  Mitte,Mitte,2018-11,52.5178855,13.4040601
2024,2024,,,23.04.2023,190.0,22,Zimmer von HousingAnywhere*,2023-04-24,,,,8.636363636363637,23.04.2023-190.0-8.636363636363637 Zimmer von HousingAnywhere*,Berlin,,52.5170365,13.3888599
2025,2025,,,23.04.2023,180.0,17,Zimmer von Spotahome*,2023-04-24,,,,10.588235294117647,23.04.2023-180.0-10.588235294117647 Zimmer von Spotahome*,Berlin,,52.5170365,13.3888599
2026,2026,,,14.05.2019,22.0,20,Berlin  Britz,2019-07-15,2019-08-03,,1.0,1.1,14.05.2019-22.0-1.1 Berlin  Britz,Berlin,2019-08,52.5170365,13.3888599
2027,2027,,,09.05.2019,25.0,22,Berlin  Steglitz,2019-05-10,2019-05-12,,0.0,1.1363636363636365,09.05.2019-25.0-1.1363636363636365 Berlin  Steglitz,Steglitz,2019-05,52.4572569,13.3222865
2028,2028,,,05.05.2019,635.0,17,Berlin  Prenzlauer Berg,2019-05-01,2020-06-01,,13.0,37.35294117647059,05.05.2019-635.0-37.35294117647059 Berlin  Prenzlauer Berg,Prenzlauer Berg,2020-06,52.5398466,13.4285652
2029,2029,,,01.05.2019,850.0,29,Berlin  Charlottenburg,2019-02-01,,,,29.310344827586206,01.05.2019-850.0-29.310344827586206 Berlin  Charlottenburg,Charlottenburg,,52.515747,13.3096834
2030,2030,,,24.04.2019,50.0,54,Berlin  Hellersdorf,2019-04-25,2019-04-30,,0.0,0.9259259259259259,24.04.2019-50.0-0.9259259259259259 Berlin  Hellersdorf,Hellersdorf,2019-04,52.5366956,13.6048728
2031,2031,,,21.04.2019,690.0,25,Berlin  Lichtenberg,2019-02-06,2019-03-24,,1.0,27.6,21.04.2019-690.0-27.6 Berlin  Lichtenberg,Lichtenberg,2019-03,48.9212959,7.4812268
2032,2032,,,20.04.2019,538.0,20,Berlin  Staaken,2019-03-26,2020-07-31,,16.0,26.9,20.04.2019-538.0-26.9 Berlin  Staaken,Berlin,2020-07,52.5170365,13.3888599
2033,2033,,,10.04.2019,25.0,20,Berlin  Friedrichshain,2019-04-12,2019-04-25,,0.0,1.25,10.04.2019-25.0-1.25 Berlin  Friedrichshain,Friedrichshain,2019-04,52.5122154,13.4502904
2034,2034,,,08.04.2019,10.0,12,Berlin  Neukölln,2019-04-01,2020-04-01,,12.0,0.8333333333333334,08.04.2019-10.0-0.8333333333333334 Berlin  Neukölln,Neukölln,2020-04,52.4811497,13.4353501
2035,2035,,,07.04.2019,60.0,25,Berlin  Neukölln,2019-04-25,2019-05-01,,1.0,2.4,07.04.2019-60.0-2.4 Berlin  Neukölln,Neukölln,2019-05,52.4811497,13.4353501
2036,2036,,,28.03.2019,500.0,20,Berlin  Neukölln,2019-03-01,2019-06-01,,3.0,25.0,28.03.2019-500.0-25.0 Berlin  Neukölln,Neukölln,2019-06,52.4811497,13.4353501
2037,2037,,,26.03.2019,15.0,20,Berlin  Friedrichshain,2019-10-01,2020-05-01,,7.0,0.75,26.03.2019-15.0-0.75 Berlin  Friedrichshain,Friedrichshain,2020-05,52.5122154,13.4502904
2038,2038,,,19.03.2019,40.0,10,Berlin  Friedrichshain,2019-04-01,2019-05-01,,1.0,4.0,19.03.2019-40.0-4.0 Berlin  Friedrichshain,Friedrichshain,2019-05,52.5122154,13.4502904
2039,2039,,,16.03.2019,10.0,20,Berlin  Lichtenberg,2019-03-19,2019-03-31,,0.0,0.5,16.03.2019-10.0-0.5 Berlin  Lichtenberg,Lichtenberg,2019-03,48.9212959,7.4812268
2040,2040,,,12.03.2019,350.0,13,Berlin  Köpenick,2019-02-01,2019-09-01,,7.0,26.923076923076923,12.03.2019-350.0-26.923076923076923 Berlin  Köpenick,Köpenick,2019-09,52.4539099,13.5764126
2041,2041,,,26.02.2019,34.0,20,Berlin  Tempelhof,2019-02-23,2019-03-03,,1.0,1.7,26.02.2019-34.0-1.7 Berlin  Tempelhof,Tempelhof,2019-03,52.4632921,13.3864477
2042,2042,,,19.02.2019,35.0,17,Berlin  Altglienicke,2019-03-01,2019-04-01,,1.0,2.0588235294117645,19.02.2019-35.0-2.0588235294117645 Berlin  Altglienicke,Altglienicke,2019-04,52.4118382,13.5426461
2043,2043,,,18.02.2019,35.0,20,Berlin  Lichtenberg,2019-02-22,2019-03-01,,1.0,1.75,18.02.2019-35.0-1.75 Berlin  Lichtenberg,Lichtenberg,2019-03,48.9212959,7.4812268
2044,2044,,,13.02.2019,25.0,14,Berlin  Kreuzberg,2019-02-15,2019-03-06,,1.0,1.7857142857142858,13.02.2019-25.0-1.7857142857142858 Berlin  Kreuzberg,Kreuzberg,2019-03,52.4976443,13.411914
2045,2045,,,09.02.2019,120.0,32,Berlin  Wedding,2019-01-15,2019-01-24,,0.0,3.75,09.02.2019-120.0-3.75 Berlin  Wedding,Wedding,2019-01,52.550123,13.34197
2046,2046,,,23.04.2023,240.0,14,Zimmer von HousingAnywhere*,2023-04-24,,,,17.142857142857142,23.04.2023-240.0-17.142857142857142 Zimmer von HousingAnywhere*,Berlin,,52.5170365,13.3888599
2047,2047,,,23.04.2023,230.0,14,Zimmer von Spotahome*,2023-04-24,,,,16.428571428571427,23.04.2023-230.0-16.428571428571427 Zimmer von Spotahome*,Berlin,,52.5170365,13.3888599
2048,2048,,,09.02.2019,20.0,30,Berlin  Friedrichshain,2019-02-14,2019-02-25,,0.0,0.6666666666666666,09.02.2019-20.0-0.6666666666666666 Berlin  Friedrichshain,Friedrichshain,2019-02,52.5122154,13.4502904
2049,2049,,,08.02.2019,25.0,20,Berlin  Friedrichshain-Kreuzberg,2019-02-15,2019-03-01,,1.0,1.25,08.02.2019-25.0-1.25 Berlin  Friedrichshain-Kreuzberg,Friedrichshain,2019-03,52.5122154,13.4502904
2050,2050,,,03.02.2019,550.0,15,Berlin  Neukölln,2018-05-01,,,,36.666666666666664,03.02.2019-550.0-36.666666666666664 Berlin  Neukölln,Neukölln,,52.4811497,13.4353501
2051,2051,,,03.02.2019,20.0,15,Berlin  Reinickendorf,2019-02-09,2019-02-15,,0.0,1.3333333333333333,03.02.2019-20.0-1.3333333333333333 Berlin  Reinickendorf,Reinickendorf,2019-02,52.6047631,13.2952872
2052,2052,,,31.01.2019,560.0,22,Berlin  Reinickendorf,2019-02-01,,,,25.454545454545453,31.01.2019-560.0-25.454545454545453 Berlin  Reinickendorf,Reinickendorf,,52.6047631,13.2952872
2053,2053,,,24.01.2019,395.0,18,Berlin  Friedrichshain,2019-02-01,2019-03-01,,1.0,21.944444444444443,24.01.2019-395.0-21.944444444444443 Berlin  Friedrichshain,Friedrichshain,2019-03,52.5122154,13.4502904
2054,2054,,,22.01.2019,650.0,30,Berlin  Wedding,2018-12-25,2019-12-25,,12.0,21.666666666666668,22.01.2019-650.0-21.666666666666668 Berlin  Wedding,Wedding,2019-12,52.550123,13.34197
2055,2055,,,21.01.2019,25.0,22,Berlin  Wedding,2019-01-21,2019-02-14,,1.0,1.1363636363636365,21.01.2019-25.0-1.1363636363636365 Berlin  Wedding,Wedding,2019-02,52.550123,13.34197
2056,2056,,,16.01.2019,270.0,20,Berlin  Friedenau,2019-02-09,2019-03-21,,1.0,13.5,16.01.2019-270.0-13.5 Berlin  Friedenau,Berlin,2019-03,52.5170365,13.3888599
2057,2057,,,09.01.2019,650.0,25,Berlin  Wedding,2018-08-15,2019-02-01,,6.0,26.0,09.01.2019-650.0-26.0 Berlin  Wedding,Wedding,2019-02,52.550123,13.34197
2058,2058,,,07.01.2019,20.0,12,Berlin  Neukölln,2019-01-09,2019-01-30,,0.0,1.6666666666666667,07.01.2019-20.0-1.6666666666666667 Berlin  Neukölln,Neukölln,2019-01,52.4811497,13.4353501
