,Unnamed: 0,index,Link,Posting Date,Location,City,Neighbourhood (Dirty),Address,Price,Pure rent,Service Charge,Other Charge,Size,Date From,Date To,DataFrame,Deposit,Lease term,EUR / SQM,Name,Neighbourhood,Date To (Year - Month),Latitude,Longitude
875,875,9902003,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.9902003.html,17.04.2023,"Berlin
                                                                    Steglitz",Berlin,                                                                   Steglitz,Muster Str. 1,400.0,5000,5000,5000,15,2023-05-01,2023-08-01,20230424,5000,3.0,26.666666666666668,17.04.2023-400.0-26.666666666666668 Berlin,Steglitz,2023-08,52.4572569,13.3222865
876,876,10011318,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.10011318.html,17.04.2023,"Berlin
                                                                    Lichtenberg",Berlin,                                                                   Lichtenberg,Muster Str. 1,550.0,5000,5000,5000,14,2023-05-01,2024-05-01,20230424,5000,12.0,39.285714285714285,17.04.2023-550.0-39.285714285714285 Berlin,Lichtenberg,2024-05,48.9212959,7.4812268
877,877,4378558,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg.4378558.html,17.04.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,827.0,5000,5000,5000,16,2023-05-09,2023-07-31,20230424,5000,2.0,51.6875,17.04.2023-827.0-51.6875 Berlin,Mitte,2023-07,52.5178855,13.4040601
878,878,10013777,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg.10013777.html,17.04.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,800.0,5000,5000,5000,20,2023-06-01,,20230424,5000,,40.0,17.04.2023-800.0-40.0 Berlin,Prenzlauer Berg,,52.5398466,13.4285652
879,879,8383978,www.wg-gesucht.de/wg-zimmer-in-Berlin-Weissensee.8383978.html,16.04.2023,"Berlin
                                                                    Charlottenburg",Berlin,                                                                   Charlottenburg,Muster Str. 1,310.0,5000,5000,5000,17,2023-05-01,,20230424,5000,,18.235294117647058,16.04.2023-310.0-18.235294117647058 Berlin,Charlottenburg,,52.515747,13.3096834
880,880,10011791,www.wg-gesucht.de/wg-zimmer-in-Berlin-Rudow.10011791.html,25.04.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,520.0,5000,5000,5000,21,2023-04-26,,20230424,5000,,24.761904761904763,25.04.2023-520.0-24.761904761904763 Zimmervon HousingAnywhere*,Berlin,,52.5170365,13.3888599
881,881,10013679,www.wg-gesucht.de/wg-zimmer-in-Berlin-Buch.10013679.html,25.04.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,470.0,5000,5000,5000,15,2023-04-26,,20230424,5000,,31.333333333333332,25.04.2023-470.0-31.333333333333332 Zimmervon Spotahome*,Berlin,,52.5170365,13.3888599
882,882,9980660,www.wg-gesucht.de/wg-zimmer-in-Berlin-Berlin.9980660.html,16.04.2023,"Berlin
                                                                    Rudow",Berlin,                                                                   Rudow,Muster Str. 1,650.0,5000,5000,5000,20,2023-05-01,2024-05-01,20230424,5000,12.0,32.5,16.04.2023-650.0-32.5 Berlin,Berlin,2024-05,52.5170365,13.3888599
883,883,8464648,www.wg-gesucht.de/wg-zimmer-in-Berlin-Dahlem.8464648.html,16.04.2023,"Berlin
                                                                    Buch",Berlin,                                                                   Buch,Muster Str. 1,625.0,5000,5000,5000,26,2023-05-01,2023-07-01,20230424,5000,2.0,24.03846153846154,16.04.2023-625.0-24.03846153846154 Berlin,Buch,2023-07,50.2051609,7.8759628
884,884,10013633,www.wg-gesucht.de/wg-zimmer-in-Berlin-Spandau.10013633.html,16.04.2023,"Berlin
                                                                    Berlin",Berlin,                                                                   Berlin,Muster Str. 1,645.0,5000,5000,5000,23,2023-05-01,2023-07-01,20230424,5000,2.0,28.043478260869566,16.04.2023-645.0-28.043478260869566 Berlin,Berlin,2023-07,52.5170365,13.3888599
885,885,10010588,www.wg-gesucht.de/wg-zimmer-in-Berlin-Tiergarten-Moabit.10010588.html,16.04.2023,"Berlin
                                                                    Dahlem",Berlin,                                                                   Dahlem,Muster Str. 1,220.0,5000,5000,5000,15,2023-04-16,,20230424,5000,,14.666666666666666,16.04.2023-220.0-14.666666666666666 Berlin,Berlin,,52.5170365,13.3888599
886,886,10013522,www.wg-gesucht.de/wg-zimmer-in-Berlin-Steglitz.10013522.html,16.04.2023,"Berlin
                                                                    Spandau",Berlin,                                                                   Spandau,Muster Str. 1,330.0,5000,5000,5000,35,2023-04-21,2023-06-11,20230424,5000,2.0,9.428571428571429,16.04.2023-330.0-9.428571428571429 Berlin,Spandau,2023-06,52.535788,13.1977924
887,887,9755188,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain-Kreuzberg.9755188.html,16.04.2023,"Berlin
                                                                    Tiergarten/Moabit",Berlin,                                                                   Tiergarten/Moabit,Muster Str. 1,1050.0,5000,5000,5000,30,2023-05-01,2025-06-01,20230424,5000,25.0,35.0,16.04.2023-1050.0-35.0 Berlin,Moabit,2025-06,52.5301017,13.3425422
888,888,10013383,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg-Wilmersdorf.10013383.html,16.04.2023,"Berlin
                                                                    Steglitz",Berlin,                                                                   Steglitz,Muster Str. 1,570.0,5000,5000,5000,15,2023-05-15,2023-06-30,20230424,5000,1.0,38.0,16.04.2023-570.0-38.0 Berlin,Steglitz,2023-06,52.4572569,13.3222865
889,889,9986217,www.wg-gesucht.de/wg-zimmer-in-Berlin.9986217.html,16.04.2023,"Berlin
                                                                    Friedrichshain-Kreuzberg",Berlin,                                                                   Friedrichshain-Kreuzberg,Muster Str. 1,400.0,5000,5000,5000,12,2023-07-01,2023-09-01,20230424,5000,2.0,33.333333333333336,16.04.2023-400.0-33.333333333333336 Berlin,Friedrichshain,2023-09,52.5122154,13.4502904
890,890,9961851,www.wg-gesucht.de/wg-zimmer-in-Berlin-Karlshorst.9961851.html,16.04.2023,"Berlin
                                                                    Charlottenburg-Wilmersdorf",Berlin,                                                                   Charlottenburg-Wilmersdorf,Muster Str. 1,500.0,5000,5000,5000,25,2023-04-27,2023-05-22,20230424,5000,1.0,20.0,16.04.2023-500.0-20.0 Berlin,Charlottenburg,2023-05,52.515747,13.3096834
891,891,10013283,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln-Britz.10013283.html,16.04.2023,Berlin,Berlin,Berlin,Muster Str. 1,685.0,5000,5000,5000,16,2023-06-01,,20230424,5000,,42.8125,16.04.2023-685.0-42.8125 Berlin,Berlin,,52.5170365,13.3888599
892,892,10013284,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain-Kreuzberg.10013284.html,16.04.2023,"Berlin
                                                                    Karlshorst",Berlin,                                                                   Karlshorst,Muster Str. 1,700.0,5000,5000,5000,25,2023-04-16,2023-08-30,20230424,5000,4.0,28.0,16.04.2023-700.0-28.0 Berlin,Karlshorst,2023-08,52.4843399,13.5235848
893,893,9941000,www.wg-gesucht.de/wg-zimmer-in-Berlin.9941000.html,16.04.2023,"Berlin
                                                                    Neukölln-Britz",Berlin,                                                                   Neukölln-Britz,Muster Str. 1,450.0,5000,5000,5000,15,2023-06-01,2023-08-31,20230424,5000,2.0,30.0,16.04.2023-450.0-30.0 Berlin,Neukölln,2023-08,52.4811497,13.4353501
894,894,10013168,www.wg-gesucht.de/wg-zimmer-in-Berlin-Schulzendorf.10013168.html,16.04.2023,"Berlin
                                                                    Friedrichshain-Kreuzberg",Berlin,                                                                   Friedrichshain-Kreuzberg,Muster Str. 1,500.0,5000,5000,5000,25,2023-04-15,2023-07-01,20230424,5000,3.0,20.0,16.04.2023-500.0-20.0 Berlin,Friedrichshain,2023-07,52.5122154,13.4502904
895,895,6119567,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.6119567.html,16.04.2023,Berlin,Berlin,Berlin,Muster Str. 1,650.0,5000,5000,5000,23,2023-04-16,2023-06-30,20230424,5000,2.0,28.26086956521739,16.04.2023-650.0-28.26086956521739 Berlin,Berlin,2023-06,52.5170365,13.3888599
896,896,10012990,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg-Wilmersdorf.10012990.html,16.04.2023,"Berlin
                                                                    Schulzendorf",Berlin,                                                                   Schulzendorf,Muster Str. 1,530.0,5000,5000,5000,13,2023-05-01,,20230424,5000,,40.76923076923077,16.04.2023-530.0-40.76923076923077 Berlin,Berlin,,52.5170365,13.3888599
897,897,9071605,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg.9071605.html,16.04.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,810.0,5000,5000,5000,14,2023-06-01,,20230424,5000,,57.857142857142854,16.04.2023-810.0-57.857142857142854 Berlin,Mitte,,52.5178855,13.4040601
898,898,9990206,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.9990206.html,16.04.2023,"Berlin
                                                                    Charlottenburg-Wilmersdorf",Berlin,                                                                   Charlottenburg-Wilmersdorf,Muster Str. 1,600.0,5000,5000,5000,30,2023-05-01,2023-09-30,20230424,5000,4.0,20.0,16.04.2023-600.0-20.0 Berlin,Charlottenburg,2023-09,52.515747,13.3096834
899,899,9972818,www.wg-gesucht.de/wg-zimmer-in-Berlin-Rudow.9972818.html,16.04.2023,"Berlin
                                                                    Charlottenburg",Berlin,                                                                   Charlottenburg,Muster Str. 1,850.0,5000,5000,5000,38,2023-05-01,,20230424,5000,,22.36842105263158,16.04.2023-850.0-22.36842105263158 Berlin,Charlottenburg,,52.515747,13.3096834
900,900,9821790,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wedding.9821790.html,25.04.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,460.0,5000,5000,5000,13,2023-04-26,,20230424,5000,,35.38461538461539,25.04.2023-460.0-35.38461538461539 Zimmervon HousingAnywhere*,Berlin,,52.5170365,13.3888599
901,901,9975351,www.wg-gesucht.de/wg-zimmer-in-Berlin-Rudow.9975351.html,25.04.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,420.0,5000,5000,5000,25,2023-04-26,,20230424,5000,,16.8,25.04.2023-420.0-16.8 Zimmervon Spotahome*,Berlin,,52.5170365,13.3888599
902,902,10004119,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kaiserdamm.10004119.html,16.04.2023,"Berlin
                                                                    Wedding",Berlin,                                                                   Wedding,Muster Str. 1,550.0,5000,5000,5000,24,2023-04-16,2023-07-15,20230424,5000,3.0,22.916666666666668,16.04.2023-550.0-22.916666666666668 Berlin,Wedding,2023-07,52.550123,13.34197
903,903,7687364,www.wg-gesucht.de/wg-zimmer-in-Berlin-Steglitz.7687364.html,16.04.2023,"Berlin
                                                                    Rudow",Berlin,                                                                   Rudow,Muster Str. 1,500.0,5000,5000,5000,10,2023-05-01,2023-12-31,20230424,5000,7.0,50.0,16.04.2023-500.0-50.0 Berlin,Berlin,2023-12,52.5170365,13.3888599
904,904,9169377,www.wg-gesucht.de/wg-zimmer-in-Berlin-Moabit.9169377.html,16.04.2023,"Berlin
                                                                    Kaiserdamm",Berlin,                                                                   Kaiserdamm,Muster Str. 1,850.0,5000,5000,5000,29,2023-04-24,2023-05-24,20230424,5000,1.0,29.310344827586206,16.04.2023-850.0-29.310344827586206 Berlin,Berlin,2023-05,52.5170365,13.3888599
905,905,10012722,www.wg-gesucht.de/wg-zimmer-in-Berlin-Hellersdorf.10012722.html,16.04.2023,"Berlin
                                                                    Steglitz",Berlin,                                                                   Steglitz,Muster Str. 1,600.0,5000,5000,5000,20,2023-05-01,,20230424,5000,,30.0,16.04.2023-600.0-30.0 Berlin,Steglitz,,52.4572569,13.3222865
906,906,9226277,www.wg-gesucht.de/wg-zimmer-in-Berlin-Nord-Neukoelln.9226277.html,16.04.2023,"Berlin
                                                                    Moabit",Berlin,                                                                   Moabit,Muster Str. 1,744.0,5000,5000,5000,16,2023-05-01,2024-04-01,20230424,5000,11.0,46.5,16.04.2023-744.0-46.5 Berlin,Moabit,2024-04,52.5301017,13.3425422
907,907,7928730,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.7928730.html,16.04.2023,"Berlin
                                                                    Hellersdorf",Berlin,                                                                   Hellersdorf,Muster Str. 1,500.0,5000,5000,5000,15,2023-04-20,,20230424,5000,,33.333333333333336,16.04.2023-500.0-33.333333333333336 Berlin,Hellersdorf,,52.5366956,13.6048728
908,908,5910194,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.5910194.html,16.04.2023,"Berlin
                                                                    Nord-Neukölln",Berlin,                                                                   Nord-Neukölln,Muster Str. 1,550.0,5000,5000,5000,18,2023-04-16,2023-06-30,20230424,5000,2.0,30.555555555555557,16.04.2023-550.0-30.555555555555557 Berlin,Neukölln,2023-06,52.4811497,13.4353501
909,909,6473519,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.6473519.html,16.04.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,690.0,5000,5000,5000,16,2023-05-01,2023-12-31,20230424,5000,7.0,43.125,16.04.2023-690.0-43.125 Berlin,Friedrichshain,2023-12,52.5122154,13.4502904
910,910,6007995,www.wg-gesucht.de/wg-zimmer-in-Berlin-Schoeneberg.6007995.html,16.04.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,810.0,5000,5000,5000,17,2023-06-01,,20230424,5000,,47.64705882352941,16.04.2023-810.0-47.64705882352941 Berlin,Mitte,,52.5178855,13.4040601
911,911,4727459,www.wg-gesucht.de/wg-zimmer-in-Berlin-Altglienicke.4727459.html,16.04.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,530.0,5000,5000,5000,21,2023-06-01,,20230424,5000,,25.238095238095237,16.04.2023-530.0-25.238095238095237 Berlin,Friedrichshain,,52.5122154,13.4502904
912,912,9966427,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mariendorf.9966427.html,16.04.2023,"Berlin
                                                                    Schöneberg",Berlin,                                                                   Schöneberg,Muster Str. 1,500.0,5000,5000,5000,28,2023-04-30,2023-10-31,20230424,5000,6.0,17.857142857142858,16.04.2023-500.0-17.857142857142858 Berlin,Schöneberg,2023-10,52.482157,13.3551901
913,913,10012243,www.wg-gesucht.de/wg-zimmer-in-Berlin-Tempelhof-Schoeneberg.10012243.html,16.04.2023,"Berlin
                                                                    Altglienicke",Berlin,                                                                   Altglienicke,Muster Str. 1,570.0,5000,5000,5000,16,2023-06-01,,20230424,5000,,35.625,16.04.2023-570.0-35.625 Berlin,Altglienicke,,52.4118382,13.5426461
914,914,9186558,www.wg-gesucht.de/wg-zimmer-in-Berlin.9186558.html,16.04.2023,"Berlin
                                                                    Mariendorf",Berlin,                                                                   Mariendorf,Muster Str. 1,300.0,5000,5000,5000,18,2023-05-01,,20230424,5000,,16.666666666666668,16.04.2023-300.0-16.666666666666668 Berlin,Mariendorf,,52.44008,13.3900277
915,915,10011107,www.wg-gesucht.de/wg-zimmer-in-Berlin-Gesundbrunnen.10011107.html,16.04.2023,"Berlin
                                                                    Tempelhof-Schöneberg",Berlin,                                                                   Tempelhof-Schöneberg,Muster Str. 1,560.0,5000,5000,5000,22,2023-05-15,2023-09-15,20230424,5000,4.0,25.454545454545453,16.04.2023-560.0-25.454545454545453 Berlin,Schöneberg,2023-09,52.482157,13.3551901
916,916,10012206,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10012206.html,16.04.2023,Berlin,Berlin,Berlin,Muster Str. 1,730.0,5000,5000,5000,30,2023-06-01,,20230424,5000,,24.333333333333332,16.04.2023-730.0-24.333333333333332 Berlin,Berlin,,52.5170365,13.3888599
917,917,9874742,www.wg-gesucht.de/wg-zimmer-in-Berlin-Steglitz.9874742.html,16.04.2023,"Berlin
                                                                    Gesundbrunnen",Berlin,                                                                   Gesundbrunnen,Muster Str. 1,900.0,5000,5000,5000,32,2023-05-01,2023-06-30,20230424,5000,1.0,28.125,16.04.2023-900.0-28.125 Berlin,Gesundbrunnen,2023-06,52.5509201,13.384846
918,918,9874783,www.wg-gesucht.de/wg-zimmer-in-Berlin-Steglitz.9874783.html,16.04.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,450.0,5000,5000,5000,10,2023-05-19,2023-06-12,20230424,5000,1.0,45.0,16.04.2023-450.0-45.0 Berlin,Mitte,2023-06,52.5178855,13.4040601
919,919,3936620,www.wg-gesucht.de/wg-zimmer-in-Berlin-Dahlem.3936620.html,16.04.2023,"Berlin
                                                                    Steglitz",Berlin,                                                                   Steglitz,Muster Str. 1,550.0,5000,5000,5000,25,2023-07-15,2023-09-01,20230424,5000,2.0,22.0,16.04.2023-550.0-22.0 Berlin,Steglitz,2023-09,52.4572569,13.3222865
920,920,9926641,www.wg-gesucht.de/wg-zimmer-in-Berlin-Niederschoeneweide.9926641.html,25.04.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,480.0,5000,5000,5000,21,2023-04-26,,20230424,5000,,22.857142857142858,25.04.2023-480.0-22.857142857142858 Zimmervon HousingAnywhere*,Berlin,,52.5170365,13.3888599
921,921,7496468,www.wg-gesucht.de/wg-zimmer-in-Berlin-Staaken.7496468.html,25.04.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,480.0,5000,5000,5000,21,2023-04-26,,20230424,5000,,22.857142857142858,25.04.2023-480.0-22.857142857142858 Zimmervon Spotahome*,Berlin,,52.5170365,13.3888599
922,922,10012107,www.wg-gesucht.de/wg-zimmer-in-Berlin-Tempelhof.10012107.html,16.04.2023,"Berlin
                                                                    Niederschöneweide",Berlin,                                                                   Niederschöneweide,Muster Str. 1,750.0,5000,5000,5000,18,2023-04-16,2026-04-16,20230424,5000,36.0,41.666666666666664,16.04.2023-750.0-41.666666666666664 Berlin,Berlin,2026-04,52.5170365,13.3888599
923,923,10011992,www.wg-gesucht.de/wg-zimmer-in-Berlin-Berlin.10011992.html,16.04.2023,"Berlin
                                                                    Staaken",Berlin,                                                                   Staaken,Muster Str. 1,398.0,5000,5000,5000,15,2023-04-30,2023-12-31,20230424,5000,8.0,26.533333333333335,16.04.2023-398.0-26.533333333333335 Berlin,Berlin,2023-12,52.5170365,13.3888599
924,924,10012042,www.wg-gesucht.de/wg-zimmer-in-Berlin-Gesundbrunnen.10012042.html,16.04.2023,"Berlin
                                                                    Tempelhof",Berlin,                                                                   Tempelhof,Muster Str. 1,700.0,5000,5000,5000,15,2023-04-16,2024-03-31,20230424,5000,11.0,46.666666666666664,16.04.2023-700.0-46.666666666666664 Berlin,Tempelhof,2024-03,52.4632921,13.3864477
925,925,10012033,www.wg-gesucht.de/wg-zimmer-in-Berlin-Hellersdorf.10012033.html,16.04.2023,"Berlin
                                                                    Berlin",Berlin,                                                                   Berlin,Muster Str. 1,680.0,5000,5000,5000,12,2023-05-01,2023-12-31,20230424,5000,7.0,56.666666666666664,16.04.2023-680.0-56.666666666666664 Berlin,Berlin,2023-12,52.5170365,13.3888599
926,926,8430435,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg-Wilmersdorf.8430435.html,16.04.2023,"Berlin
                                                                    Gesundbrunnen",Berlin,                                                                   Gesundbrunnen,Muster Str. 1,150.0,5000,5000,5000,18,2023-04-17,2023-07-31,20230424,5000,3.0,8.333333333333334,16.04.2023-150.0-8.333333333333334 Berlin,Gesundbrunnen,2023-07,52.5509201,13.384846
927,927,9980718,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wilhelmstadt.9980718.html,16.04.2023,"Berlin
                                                                    Hellersdorf",Berlin,                                                                   Hellersdorf,Muster Str. 1,500.0,5000,5000,5000,15,2023-05-01,,20230424,5000,,33.333333333333336,16.04.2023-500.0-33.333333333333336 Berlin,Hellersdorf,,52.5366956,13.6048728
928,928,10011681,www.wg-gesucht.de/wg-zimmer-in-Berlin-Reinickendorf.10011681.html,16.04.2023,"Berlin
                                                                    Charlottenburg-Wilmersdorf",Berlin,                                                                   Charlottenburg-Wilmersdorf,Muster Str. 1,450.0,5000,5000,5000,17,2023-04-16,,20230424,5000,,26.470588235294116,16.04.2023-450.0-26.470588235294116 Berlin,Charlottenburg,,52.515747,13.3096834
929,929,8925765,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.8925765.html,16.04.2023,"Berlin
                                                                    Wilhelmstadt",Berlin,                                                                   Wilhelmstadt,Muster Str. 1,660.0,5000,5000,5000,24,2023-04-16,2023-08-31,20230424,5000,4.0,27.5,16.04.2023-660.0-27.5 Berlin,Berlin,2023-08,52.5170365,13.3888599
930,930,10011574,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.10011574.html,15.04.2023,"Berlin
                                                                    Reinickendorf",Berlin,                                                                   Reinickendorf,Muster Str. 1,550.0,5000,5000,5000,20,2023-05-01,2023-12-31,20230424,5000,7.0,27.5,15.04.2023-550.0-27.5 Berlin,Reinickendorf,2023-12,52.6047631,13.2952872
931,931,10011501,www.wg-gesucht.de/wg-zimmer-in-Berlin-Moabit.10011501.html,15.04.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,600.0,5000,5000,5000,24,2023-05-01,2023-12-31,20230424,5000,7.0,25.0,15.04.2023-600.0-25.0 Berlin,Kreuzberg,2023-12,52.4976443,13.411914
932,932,7757667,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.7757667.html,15.04.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,1000.0,5000,5000,5000,15,2023-05-01,2023-09-01,20230424,5000,4.0,66.66666666666667,15.04.2023-1000.0-66.66666666666667 Berlin,Kreuzberg,2023-09,52.4976443,13.411914
933,933,9978084,www.wg-gesucht.de/wg-zimmer-in-Berlin-Schoeneberg.9978084.html,15.04.2023,"Berlin
                                                                    Moabit",Berlin,                                                                   Moabit,Muster Str. 1,600.0,5000,5000,5000,14,2023-04-16,2023-05-15,20230424,5000,1.0,42.857142857142854,15.04.2023-600.0-42.857142857142854 Berlin,Moabit,2023-05,52.5301017,13.3425422
934,934,10011420,www.wg-gesucht.de/wg-zimmer-in-Berlin-Everywhere-in-Berlin.10011420.html,15.04.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,390.0,5000,5000,5000,10,2023-06-15,2023-09-30,20230424,5000,3.0,39.0,15.04.2023-390.0-39.0 Berlin,Kreuzberg,2023-09,52.4976443,13.411914
935,935,9451896,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.9451896.html,15.04.2023,"Berlin
                                                                    Schöneberg",Berlin,                                                                   Schöneberg,Muster Str. 1,575.0,5000,5000,5000,18,2023-04-15,2023-06-01,20230424,5000,2.0,31.944444444444443,15.04.2023-575.0-31.944444444444443 Berlin,Schöneberg,2023-06,52.482157,13.3551901
936,936,9991359,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.9991359.html,15.04.2023,"Berlin
                                                                    Everywhere in Berlin",Berlin,                                                                   Everywhere in Berlin,Muster Str. 1,450.0,5000,5000,5000,10,2023-05-01,,20230424,5000,,45.0,15.04.2023-450.0-45.0 Berlin,Berlin,,52.5170365,13.3888599
937,937,9315678,www.wg-gesucht.de/wg-zimmer-in-Berlin-Moabit.9315678.html,15.04.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,500.0,5000,5000,5000,21,2023-05-15,2023-06-03,20230424,5000,1.0,23.80952380952381,15.04.2023-500.0-23.80952380952381 Berlin,Neukölln,2023-06,52.4811497,13.4353501
938,938,10011090,www.wg-gesucht.de/wg-zimmer-in-Berlin-Moabit.10011090.html,15.04.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,850.0,5000,5000,5000,20,2023-04-15,2023-05-16,20230424,5000,1.0,42.5,15.04.2023-850.0-42.5 Berlin,Friedrichshain,2023-05,52.5122154,13.4502904
939,939,10011091,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.10011091.html,15.04.2023,"Berlin
                                                                    Moabit",Berlin,                                                                   Moabit,Muster Str. 1,750.0,5000,5000,5000,15,2023-06-01,2023-12-31,20230424,5000,6.0,50.0,15.04.2023-750.0-50.0 Berlin,Moabit,2023-12,52.5301017,13.3425422
940,940,9929206,www.wg-gesucht.de/wg-zimmer-in-Berlin-Zwischen-Hermannplatz-und-Treptower-Park.9929206.html,25.04.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,380.0,5000,5000,5000,14,2023-04-26,,20230424,5000,,27.142857142857142,25.04.2023-380.0-27.142857142857142 Zimmervon HousingAnywhere*,Berlin,,52.5170365,13.3888599
941,941,6445281,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.6445281.html,25.04.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,370.0,5000,5000,5000,21,2023-04-26,,20230424,5000,,17.61904761904762,25.04.2023-370.0-17.61904761904762 Zimmervon Spotahome*,Berlin,,52.5170365,13.3888599
942,942,9647591,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.9647591.html,15.04.2023,"Berlin
                                                                    Zwischen Hermannplatz und T...",Berlin,                                                                   Zwischen Hermannplatz und T...,Muster Str. 1,260.0,5000,5000,5000,12,2023-04-22,,20230424,5000,,21.666666666666668,15.04.2023-260.0-21.666666666666668 Berlin,Berlin,,52.5170365,13.3888599
943,943,10011111,www.wg-gesucht.de/wg-zimmer-in-Berlin-everywhere-in-Berlin.10011111.html,15.04.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,260.0,5000,5000,5000,12,2023-04-22,,20230424,5000,,21.666666666666668,15.04.2023-260.0-21.666666666666668 Berlin,Neukölln,,52.4811497,13.4353501
944,944,8539583,www.wg-gesucht.de/wg-zimmer-in-Berlin-Berlin.8539583.html,15.04.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,760.0,5000,5000,5000,16,2023-05-01,2023-05-31,20230424,5000,0.0,47.5,15.04.2023-760.0-47.5 Berlin,Neukölln,2023-05,52.4811497,13.4353501
945,945,9457490,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.9457490.html,15.04.2023,"Berlin
                                                                    everywhere in Berlin",Berlin,                                                                   everywhere in Berlin,Muster Str. 1,550.0,5000,5000,5000,10,2023-05-01,2023-09-01,20230424,5000,4.0,55.0,15.04.2023-550.0-55.0 Berlin,Berlin,2023-09,52.5170365,13.3888599
946,946,10010011,www.wg-gesucht.de/wg-zimmer-in-Berlin-Biesdorf.10010011.html,15.04.2023,"Berlin
                                                                    Berlin",Berlin,                                                                   Berlin,Muster Str. 1,850.0,5000,5000,5000,28,2023-10-01,,20230424,5000,,30.357142857142858,15.04.2023-850.0-30.357142857142858 Berlin,Berlin,,52.5170365,13.3888599
