Data ID,Link,City,Neighbourhood,Full Address,Address,Pure Rent,Service Charge,Other Charge,Size,Date From,Date To,Dataframe Date,Deposit,Rooms,Full Address Lenght,EUR / SQM
2agpw5s,https://www.immowelt.de/expose/2agpw5s,Berlin,PlÃ¤nterwald,"Am Treptower Park 35, Berlin (PlÃ¤nterwald)",Am treptower park 35,850,,,28,,,20230731,,,2,30.35714286
2tfy746,https://www.immowelt.de/expose/2tfy746,Berlin,Prenzlauer,"Erich-Weinert-Str. 135, Berlin (Prenzlauer Berg)",Erich-weinert-str. 135,16000,,,41,,,20230731,,2,2,390.2439024
2aun85y,https://www.immowelt.de/expose/2aun85y,Berlin,Dahlem,Berlin (Dahlem),,1400,,,75,,,20230731,,3,1,18.66666667
2a5n85y,https://www.immowelt.de/expose/2a5n85y,Berlin,Friedenau,Berlin (Friedenau),,1058,,,140,,,20230731,,5,1,7.557142857
2avm85y,https://www.immowelt.de/expose/2avm85y,Berlin,Friedrichshain,Berlin (Friedrichshain),,437,,,39,,,20230731,,1,1,11.20512821
2azl85y,https://www.immowelt.de/expose/2azl85y,Berlin,Alt-Treptow,Berlin (Alt-Treptow),,808,,,95,,,20230731,,3,1,8.505263158
2aa775y,https://www.immowelt.de/expose/2aa775y,Berlin-Friedrichshain,Friedrichshain,Berlin-Friedrichshain (Friedrichshain),,2800,,,,,,20230731,,3,1,
2ax675y,https://www.immowelt.de/expose/2ax675y,Berlin-Friedrichshagen,Friedrichshagen,Berlin-Friedrichshagen (Friedrichshagen),,8275,,,276,,,20230731,,8,1,29.98188406
2aym55y,https://www.immowelt.de/expose/2aym55y,Berlin,Tiergarten,Berlin (Tiergarten),,900,,,40,,,20230731,,1,1,22.5
2a6645y,https://www.immowelt.de/expose/2a6645y,Berlin,Schmöckwitz,"Alt-SchmÃ¶ckwitz 9a, Berlin (SchmÃ¶ckwitz)",Alt-schmã¶ckwitz 9a,1400,,,62.8,,,20230731,,2,2,22.29299363
2a3y35y,https://www.immowelt.de/expose/2a3y35y,Berlin,Prenzlauer,"Oderberger StraÃe 10, Berlin (Prenzlauer Berg)",Oderberger strße 10,1652,,,118,,,20230731,,4,2,14
2afuu5z,https://www.immowelt.de/expose/2afuu5z,Berlin,Marienfelde,Berlin (Marienfelde),,1043,,,60,,,20230731,,2,1,17.38333333
2ahtu5z,https://www.immowelt.de/expose/2ahtu5z,Berlin,Marienfelde,Berlin (Marienfelde),,867,,,30,,,20230731,,1,1,28.9
2astu5z,https://www.immowelt.de/expose/2astu5z,Berlin,Friedrichsfelde,Berlin (Friedrichsfelde),,745,,,22.82,,,20230731,,1,1,32.64680105
2axuu5z,https://www.immowelt.de/expose/2axuu5z,Berlin,Marienfelde,Berlin (Marienfelde),,849,,,30,,,20230731,,1,1,28.3
2atvy5x,https://www.immowelt.de/expose/2atvy5x,Berlin,Neukölln,"Saalestr. 72, Berlin (NeukÃ¶lln)",Saalestr. 72,650,,,23,,,20230731,,1,2,28.26086957
2amty5x,https://www.immowelt.de/expose/2amty5x,Berlin,Schmargendorf,"HundekehlestraÃe 22, Berlin (Schmargendorf)",Hundekehlestrße 22,3000,,,75,,,20230731,,3,2,40
2adty5x,https://www.immowelt.de/expose/2adty5x,Berlin,Charlottenburg,"DahlmannstraÃe 9, Berlin (Charlottenburg)",Dahlmannstrße 9,4900,,,165,,,20230731,,4,2,29.6969697
2x6q844,https://www.immowelt.de/expose/2x6q844,Berlin,Lichterfelde,"OstpreuÃendamm 106, Berlin (Lichterfelde)",Ostpreuãendamm 106,2045.12,,,116.2,,,20230731,,4,2,17.6
2xxka44,https://www.immowelt.de/expose/2xxka44,Berlin,Lichterfelde,"OstpreuÃendamm 106, Berlin (Lichterfelde)",Ostpreuãendamm 106,1656.16,,,94.1,,,20230731,,3,2,17.6
2apwv5x,https://www.immowelt.de/expose/2apwv5x,Berlin,Karow,"MÃ¼nchehagenstraÃe 38, Berlin (Karow)",Münchehagenstrße 38,521.91,,,56.86,,,20230731,,2,2,9.178860359
2af6v5x,https://www.immowelt.de/expose/2af6v5x,Berlin,Rudow,Berlin (Rudow),,1295,,,55.16,,,20230731,,2,1,23.47715736
29jf85v,https://www.immowelt.de/expose/29jf85v,Berlin,Schöneberg,Berlin (SchÃ¶neberg),,580,,,35,,,20230731,,1,1,16.57142857
2ah5l59,https://www.immowelt.de/expose/2ah5l59,Berlin,Buckow,"Fritz-Erler-Allee 57, Berlin (Buckow)",Fritz-erler-allee 57,2150,,,115.56,,,20230731,,4,2,18.60505365
2awcs5x,https://www.immowelt.de/expose/2awcs5x,Berlin,Kreuzberg,"Fidicinstr. 33, Berlin (Kreuzberg)",Fidicinstr. 33,926.88,,,33.5,,,20230731,,1,2,27.6680597
2aalp5x,https://www.immowelt.de/expose/2aalp5x,Berlin,Rudow,Berlin (Rudow),,319.52,,,41.94,,,20230731,,1,1,7.618502623
2atkn5x,https://www.immowelt.de/expose/2atkn5x,Berlin,Tiergarten,"gabriel tergit promenade 21, Berlin (Tiergarten)",Gabriel tergit promenade 21,1600,,,50,,,20230731,,2,2,32
2ap8n5x,https://www.immowelt.de/expose/2ap8n5x,Berlin,Dahlem,"Clayallee 225E, Berlin (Dahlem)",Clayallee 225e,3510,,,117,,,20230731,,3,2,30
2a4hl5x,https://www.immowelt.de/expose/2a4hl5x,Berlin,Zehlendorf,"BergengrÃ¼nstr. 32, Berlin (Zehlendorf)",Bergengrünstr. 32,2145,,,134.08,,,20230731,,5,2,15.99791169
2aupk5x,https://www.immowelt.de/expose/2aupk5x,Berlin,Tegel,Berlin (Tegel),,1095,,,62,,,20230731,,2,1,17.66129032
2a9kk5x,https://www.immowelt.de/expose/2a9kk5x,Berlin,Charlottenburg,"TeichgrÃ¤berzeile 17, Berlin (Charlottenburg)",Teichgräberzeile 17,590,,,52.05,,,20230731,,2,2,11.33525456
2ahdk5x,https://www.immowelt.de/expose/2ahdk5x,Berlin,Charlottenburg,"KurfÃ¼rstendamm 36, Berlin (Charlottenburg)",Kurfüstendamm 36,4499,,,157,,,20230731,,3,2,28.65605096
2ar6k5x,https://www.immowelt.de/expose/2ar6k5x,Berlin,Mitte,"Alex-Wedding-StraÃe 5, Berlin (Mitte)",Alex-wedding-strße 5,2080,,,116,,,20230731,,3,2,17.93103448
2az4k5x,https://www.immowelt.de/expose/2az4k5x,Berlin,Rudow,Berlin (Rudow),,1290,,,92.7,,,20230731,,3,1,13.91585761
2agnj5x,https://www.immowelt.de/expose/2agnj5x,Berlin,Kreuzberg,Berlin (Kreuzberg),,2500,,,104,,,20230731,,3,1,24.03846154
2azlh5x,https://www.immowelt.de/expose/2azlh5x,Berlin,Hellersdorf,"Henny-Porten-StraÃe 6, Berlin (Hellersdorf)",Henny-porten-strße 6,749,,,68.06,,,20230731,,3,2,11.00499559
2aq9h5x,https://www.immowelt.de/expose/2aq9h5x,Berlin,Hellersdorf,"Kastanienallee 46, Berlin (Hellersdorf)",Kastanienallee 46,809,,,82.91,,,20230731,,4,2,9.757568448
2azp25s,https://www.immowelt.de/expose/2azp25s,Berlin,Moabit,"Rostocker Strasse 3, Berlin (Moabit)",Rostocker strasse 3,1350,,,75,,,20230731,,2,2,18
2a2k85l,https://www.immowelt.de/expose/2a2k85l,Berlin,Friedrichshain,Berlin (Friedrichshain),,1400,,,60,,,20230731,,2.5,1,23.33333333
2alv55x,https://www.immowelt.de/expose/2alv55x,Berlin,Lichterfelde,Berlin (Lichterfelde),,1975,,,114,,,20230731,,2,1,17.3245614
2a8w45x,https://www.immowelt.de/expose/2a8w45x,Berlin,Pankow,Berlin (Pankow),,1420.9,,,68.51,,,20230731,,2,1,20.74003795
2ahh55x,https://www.immowelt.de/expose/2ahh55x,Berlin,Mitte,"Voltairestr. 11, Berlin (Mitte)",Voltairestr. 11,2500,,,68.5,,,20230731,,2,2,36.49635036
2a4845x,https://www.immowelt.de/expose/2a4845x,Berlin,Französisch,"Tiriotstr. 12, Berlin (FranzÃ¶sisch Buchholz)",Tiriotstr. 12,541,,,51.12,,,20230731,,2,2,10.5829421
2adv359,https://www.immowelt.de/expose/2adv359,Berlin,Buckow,"Fritz-Erler-Allee 57, Berlin (Buckow)",Fritz-erler-allee 57,1500,,,79.1,,,20230731,,2,2,18.96333755
2a8925x,https://www.immowelt.de/expose/2a8925x,Berlin,Alt-Hohenschönhausen,"Simon-Bolivar-Str. 6, Berlin (Alt-HohenschÃ¶nhausen)",Simon-bolivar-str. 6,1119.4,,,66.79,,,20230731,,3,2,16.75999401
2as9x5w,https://www.immowelt.de/expose/2as9x5w,Berlin,Mitte,"BeuthstraÃe 13, Berlin (Mitte)",Beuthstrße 13,2750,,,114,,,20230731,,4,2,24.12280702
2ad8t5w,https://www.immowelt.de/expose/2ad8t5w,Berlin,Konradshöhe,"JÃ¶rsstraÃe 1, Berlin (KonradshÃ¶he)",Jã¶rsstrße 1,2500,,,150,,,20230731,,6,2,16.66666667
2a7ss5w,https://www.immowelt.de/expose/2a7ss5w,Berlin,Prenzlauer,Berlin (Prenzlauer Berg),,380,,,57,,,20230731,,3,1,6.666666667
2alkr5w,https://www.immowelt.de/expose/2alkr5w,Berlin,Kladow,Berlin (Kladow),,1100,,,65,,,20230731,,2,1,16.92307692
2avbr5w,https://www.immowelt.de/expose/2avbr5w,Berlin,Friedrichshain,Berlin (Friedrichshain),,1750,,,71,,,20230731,,3,1,24.64788732
2a2cr5w,https://www.immowelt.de/expose/2a2cr5w,Berlin,Pankow,Berlin (Pankow),,425,,,54,,,20230731,,2,1,7.87037037
2aebr5w,https://www.immowelt.de/expose/2aebr5w,Berlin,Gesundbrunnen,Berlin (Gesundbrunnen),,500,,,67,,,20230731,,2.5,1,7.462686567
2a7dq5w,https://www.immowelt.de/expose/2a7dq5w,Berlin,Zehlendorf,Berlin (Zehlendorf),,1000,,,93,,,20230731,,3,1,10.75268817
2annp5w,https://www.immowelt.de/expose/2annp5w,Berlin,Pankow,Berlin (Pankow),,1959.54,,,91.15,,,20230731,,2,1,21.49797038
2axzn5w,https://www.immowelt.de/expose/2axzn5w,Berlin,Prenzlauer,"Jablonskistrasse 24, Berlin (Prenzlauer Berg)",Jablonskistrasse 24,1000,,,68,,,20230731,,2.5,2,14.70588235
2a93j5w,https://www.immowelt.de/expose/2a93j5w,Berlin,Britz,Berlin (Britz),,1395,,,90,,,20230731,,3,1,15.5
2ak8h5w,https://www.immowelt.de/expose/2ak8h5w,Berlin,Prenzlauer,Berlin (Prenzlauer Berg),,2950,,,122.5,,,20230731,,5,1,24.08163265
2awsf5w,https://www.immowelt.de/expose/2awsf5w,Berlin,Wilmersdorf,Berlin (Wilmersdorf),,5200,,,211,,,20230731,,5,1,24.64454976
2an3e5w,https://www.immowelt.de/expose/2an3e5w,Berlin,Prenzlauer,Berlin (Prenzlauer Berg),,1800,,,90,,,20230731,,3,1,20
2apvm57,https://www.immowelt.de/expose/2apvm57,Berlin,Charlottenburg,"PestalozzistraÃe 56, Berlin (Charlottenburg)",Pestalozzistrße 56,3995,,,139,,,20230731,,3,2,28.74100719
2afbb5w,https://www.immowelt.de/expose/2afbb5w,Berlin,Charlottenburg,"Wielandstr. 13, Berlin (Charlottenburg)",Wielandstr. 13,3905.83,,,219.98,,,20230731,,6,2,17.75538685
2a6le5u,https://www.immowelt.de/expose/2a6le5u,Berlin,Prenzlauer,Berlin (Prenzlauer Berg),,2700,,,93,,,20230731,,3,1,29.03225806
2ash45w,https://www.immowelt.de/expose/2ash45w,Berlin,Mitte,"MÃ¼nzstraÃe 10, Berlin (Mitte)",Münzstrße 10,4302.16,,,142.83,,,20230731,,4,2,30.12084296
2anc35w,https://www.immowelt.de/expose/2anc35w,Berlin,Schöneberg,Berlin (SchÃ¶neberg),,835,,,35.01,,,20230731,,1,1,23.85032848
2aw735w,https://www.immowelt.de/expose/2aw735w,Berlin,Hellersdorf,"Kastanienallee 100, Berlin (Hellersdorf)",Kastanienallee 100,489,,,35.69,,,20230731,,1,2,13.7013169
2aw335w,https://www.immowelt.de/expose/2aw335w,Berlin,Hellersdorf,"Kastanienallee 72, Berlin (Hellersdorf)",Kastanienallee 72,499,,,35.69,,,20230731,,1,2,13.98150743
2a3y25w,https://www.immowelt.de/expose/2a3y25w,Berlin,Hellersdorf,"Kastanienallee 72, Berlin (Hellersdorf)",Kastanienallee 72,499,,,35.69,,,20230731,,1,2,13.98150743
2a9ac5y,https://www.immowelt.de/expose/2a9ac5y,Berlin,Friedrichshain,"Kadiner StraÃe 15, Berlin (Friedrichshain)",Kadiner strße 15,1998,,,76,,,20230731,,2,2,26.28947368
2aq5z5v,https://www.immowelt.de/expose/2aq5z5v,Berlin,Charlottenburg,"Pascalstr. 7, Berlin (Charlottenburg)",Pascalstr. 7,2990,,,131,,,20230731,,4,2,22.82442748
2a8px5v,https://www.immowelt.de/expose/2a8px5v,Berlin,Steglitz,Berlin (Steglitz),,3200,,,189,,,20230731,,5,1,16.93121693
2ar9w5v,https://www.immowelt.de/expose/2ar9w5v,Berlin,Alt-Hohenschönhausen,"GroÃe-Leege-StraÃe 52 A, Berlin (Alt-HohenschÃ¶nhausen)",Groãe-leege-strße 52 a,929,,,70.04,,,20230731,,2,2,13.26384923
2ab4w5v,https://www.immowelt.de/expose/2ab4w5v,Berlin,Alt-Hohenschönhausen,"GÃ¤rtnerstraÃe 56, Berlin (Alt-HohenschÃ¶nhausen)",Gärtnerstrße 56,1149,,,81.32,,,20230731,,3,2,14.12936547
2awlv5v,https://www.immowelt.de/expose/2awlv5v,Berlin,Alt-Hohenschönhausen,"GroÃe-Leege-StraÃe 49 A, Berlin (Alt-HohenschÃ¶nhausen)",Groãe-leege-strße 49 a,999,,,75.13,,,20230731,,3,2,13.29695195
2asxs5v,https://www.immowelt.de/expose/2asxs5v,Berlin,Prenzlauer,"Ystader StraÃe 15, Berlin (Prenzlauer Berg)",Ystader strße 15,680,,,34,,,20230731,,1,2,20
2a44q5v,https://www.immowelt.de/expose/2a44q5v,Berlin,Schöneberg,Berlin (SchÃ¶neberg),,900,,,84,,,20230731,,3,1,10.71428571
2a2pp5v,https://www.immowelt.de/expose/2a2pp5v,Berlin,Friedrichshagen,Berlin (Friedrichshagen),,1000,,,50,,,20230731,,2,1,20
2agel5v,https://www.immowelt.de/expose/2agel5v,Berlin,Charlottenburg,Berlin (Charlottenburg),,1500,,,120,,,20230731,,2,1,12.5
2abjr5z,https://www.immowelt.de/expose/2abjr5z,Berlin,Köpenick,"GrÃ¼nauer StraÃe 75, Berlin (KÃ¶penick)",Grünauer strße 75,557.1,,,30.95,,,20230731,,1,2,18
2a2nk5v,https://www.immowelt.de/expose/2a2nk5v,Berlin,Prenzlauer,"WinsstraÃe 62, Berlin (Prenzlauer Berg)",Winsstrße 62,3500,,,160,,,20230731,,5,2,21.875
2ag3h5z,https://www.immowelt.de/expose/2ag3h5z,Berlin,WeiÃensee,"Berliner Allee 221, Berlin (WeiÃensee)",Berliner allee 221,550,,,22,,,20230731,,1,2,25
2ae3h5z,https://www.immowelt.de/expose/2ae3h5z,Berlin,WeiÃensee,"Berliner Allee 221, Berlin (WeiÃensee)",Berliner allee 221,899,,,50.5,,,20230731,,2,2,17.8019802
2a8gk5v,https://www.immowelt.de/expose/2a8gk5v,Berlin,WeiÃensee,"Berliner Allee 221, Berlin (WeiÃensee)",Berliner allee 221,740,,,37,,,20230731,,1,2,20
2a7gk5v,https://www.immowelt.de/expose/2a7gk5v,Berlin,WeiÃensee,"Berliner Allee 221, Berlin (WeiÃensee)",Berliner allee 221,700,,,35,,,20230731,,1,2,20
2a6gk5v,https://www.immowelt.de/expose/2a6gk5v,Berlin,WeiÃensee,"Berliner Allee 221, Berlin (WeiÃensee)",Berliner allee 221,855.78,,,50.34,,,20230731,,1,2,17
2aqfk5v,https://www.immowelt.de/expose/2aqfk5v,Berlin,Lichterfelde,Berlin (Lichterfelde),,1520,,,76,,,20230731,,3,1,20
29hgw5w,https://www.immowelt.de/expose/29hgw5w,Berlin,Lichterfelde,"Glarner StraÃe 2, Berlin (Lichterfelde)",Glarner strße 2,949,,,76,,,20230731,,2,2,12.48684211
2awdj5v,https://www.immowelt.de/expose/2awdj5v,Berlin,Friedrichsfelde,"LÃ¶wenberger StraÃe 4, Berlin (Friedrichsfelde)",Lã¶wenberger strße 4,203.5,,,25,,,20230731,,1,2,8.14
2ak6h5v,https://www.immowelt.de/expose/2ak6h5v,Berlin,Moabit,Berlin (Moabit),,1250,,,110,,,20230731,,4,1,11.36363636
2atzg5v,https://www.immowelt.de/expose/2atzg5v,Berlin,Schöneberg,Berlin (SchÃ¶neberg),,1500,,,110,,,20230731,,3,1,13.63636364
2arwg5v,https://www.immowelt.de/expose/2arwg5v,Berlin,Neukölln,Berlin (NeukÃ¶lln),,537,,,64,,,20230731,,2,1,8.390625
2a2pg5v,https://www.immowelt.de/expose/2a2pg5v,Berlin,Köpenick,"GrÃ¼nauer StraÃe 75, Berlin (KÃ¶penick)",Grünauer strße 75,1065.24,,,59.18,,,20230731,,2,2,18
2adyf5v,https://www.immowelt.de/expose/2adyf5v,Berlin,Marienfelde,"Hildburghauser StraÃe 3 C, Berlin (Marienfelde)",Hildburghauser strße 3 c,749,,,48.36,,,20230731,,2,2,15.48800662
2a5zt5p,https://www.immowelt.de/expose/2a5zt5p,Berlin,Mitte,"Fischerinsel 13-15, Berlin (Mitte)",Fischerinsel 13-15,875,,,48,,,20230731,,1,2,18.22916667
2af475q,https://www.immowelt.de/expose/2af475q,Berlin,Spandau,"FÃ¶lderichstraÃe 38, Berlin (Spandau)",Fã¶lderichstrße 38,1175,,,51,,,20230731,,2,2,23.03921569
2ad4e5v,https://www.immowelt.de/expose/2ad4e5v,Berlin,Prenzlauer,"Rykestr. 50, Berlin (Prenzlauer Berg)",Rykestr. 50,2712.14,,,99.39,,,20230731,,4,2,27.28785592
2ab975v,https://www.immowelt.de/expose/2ab975v,Berlin,Konradshöhe,Berlin (KonradshÃ¶he),,850,,,62,,,20230731,,2,1,13.70967742
2amuu5z,https://www.immowelt.de/expose/2amuu5z,Berlin,Friedrichsfelde,Berlin (Friedrichsfelde),,1548,,,72.56,,,20230731,,3,1,21.33406836
2aw955v,https://www.immowelt.de/expose/2aw955v,Berlin,Tegel,Berlin (Tegel),,2900,,,140,,,20230731,,5,1,20.71428571
2au525v,https://www.immowelt.de/expose/2au525v,Berlin,Friedrichshain,"Siegfried-Hirschmann-Park 8, Berlin (Friedrichshain)",Siegfried-hirschmann-park 8,2248,,,118.29,,,20230731,,4,2,19.00414236
2as8t5u,https://www.immowelt.de/expose/2as8t5u,Berlin,Lichtenberg,Berlin (Lichtenberg),,910,,,52,,,20230731,,2,1,17.5
2a83j5p,https://www.immowelt.de/expose/2a83j5p,Berlin,Mitte,Berlin (Mitte),,1950,,,55,,,20230731,,2,1,35.45454545
2a3cd5h,https://www.immowelt.de/expose/2a3cd5h,Berlin,Moabit,"BeusselstraÃe 00, Berlin (Moabit)",Beusselstrße 00,1370,,,69.5,,,20230731,,3,2,19.71223022
2ac6u5u,https://www.immowelt.de/expose/2ac6u5u,Berlin,Pankow,Berlin (Pankow),,2720,,,136,,,20230731,,4,1,20
2a3vs5u,https://www.immowelt.de/expose/2a3vs5u,Berlin-Tempelhof,Mariendorf,Berlin-Tempelhof (Mariendorf),,1149,,,64,,,20230731,,2,1,17.953125
2af7s5u,https://www.immowelt.de/expose/2af7s5u,Berlin,Niederschönhausen,"Beuthstr. 31, Berlin (NiederschÃ¶nhausen)",Beuthstr. 31,664,,,66.08,,,20230731,,3,2,10.04842615
2a4zq5u,https://www.immowelt.de/expose/2a4zq5u,Berlin,Französisch,"NizzastraÃe 28, Berlin (FranzÃ¶sisch Buchholz)",Nizzastrße 28,2950,,,162,,,20230731,,6,2,18.20987654
2a8mk5u,https://www.immowelt.de/expose/2a8mk5u,Berlin,Lankwitz,"MÃ¼hlenstr. 10a, Berlin (Lankwitz)",Mühlenstr. 10a,852,,,52.29,,,20230731,,2,2,16.29374641
2acck5u,https://www.immowelt.de/expose/2acck5u,Berlin,Prenzlauer,"StraÃburger StraÃe 33, Berlin (Prenzlauer Berg)",Strßburger strße 33,16500,,,563,,,20230731,,6,2,29.30728242
2a3uu5z,https://www.immowelt.de/expose/2a3uu5z,Berlin,Friedrichsfelde,Berlin (Friedrichsfelde),,1330,,,58.5,,,20230731,,2,1,22.73504274
2af6e5u,https://www.immowelt.de/expose/2af6e5u,Berlin,Hellersdorf,"Stendaler StraÃe 57, Berlin (Hellersdorf)",Stendaler strße 57,789,,,69.8,,,20230731,,4,2,11.30372493
2adxc5u,https://www.immowelt.de/expose/2adxc5u,Berlin,Wilmersdorf,"Eisenzahnstr. 38, Berlin (Wilmersdorf)",Eisenzahnstr. 38,1605,,,94,,,20230731,,1,2,17.07446809
2az6c5u,https://www.immowelt.de/expose/2az6c5u,Berlin,Friedrichshain,"PufendorfstraÃe 5, 5A-5C, Berlin (Friedrichshain)",Pufendorfstrße 5 5a-5c,1995,,,69.38,,,20230731,,2,3,28.75468435
2a35a5g,https://www.immowelt.de/expose/2a35a5g,Berlin,Friedrichshain,Berlin (Friedrichshain),,2500,,,80,,,20230731,,4,1,31.25
2agc25w,https://www.immowelt.de/expose/2agc25w,Berlin,Wilmersdorf,Berlin (Wilmersdorf),,1200,,,55,,,20230731,,2,1,21.81818182
2att855,https://www.immowelt.de/expose/2att855,Berlin,Friedrichshain,Berlin (Friedrichshain),,3900,,,264,,,20230731,,4,1,14.77272727
2aj6h5t,https://www.immowelt.de/expose/2aj6h5t,Berlin,Borsigwalde,"ErnststraÃe 27, Berlin (Borsigwalde)",Ernststrße 27,1199,,,89.24,,,20230731,,4,2,13.43567907
2a2uu5z,https://www.immowelt.de/expose/2a2uu5z,Berlin,Tiergarten,Berlin (Tiergarten),,1262,,,43.55,,,20230731,,2,1,28.97818599
2aytu5z,https://www.immowelt.de/expose/2aytu5z,Berlin,Friedrichsfelde,Berlin (Friedrichsfelde),,1383,,,62.46,,,20230731,,2,1,22.14217099
2a4tx5x,https://www.immowelt.de/expose/2a4tx5x,Berlin,Tegel,"Bernauer StraÃe 132, Berlin (Tegel)",Bernauer strße 132,1500,,,104.56,,,20230731,,5,2,14.34583015
2ayb65t,https://www.immowelt.de/expose/2ayb65t,Berlin,Prenzlauer,Berlin (Prenzlauer Berg),,2200,,,82.16,,,20230731,,3,1,26.77702045
2a59u5s,https://www.immowelt.de/expose/2a59u5s,Berlin,Altglienicke,"Dorothea-Viehmann-StraÃe 23, Berlin (Altglienicke)",Dorothea-viehmann-strße 23,887.91,,,88.88,,,20230731,,3,2,9.989986499
2axsx5x,https://www.immowelt.de/expose/2axsx5x,Berlin,Tegel,"Bottroper Weg 19, Berlin (Tegel)",Bottroper weg 19,899,,,62.62,,,20230731,,2,2,14.35643564
2ahss5s,https://www.immowelt.de/expose/2ahss5s,Berlin,Friedrichshain,"Simon-Dach-StraÃe 13, Berlin (Friedrichshain)",Simon-dach-strße 13,1900,,,79,,,20230731,,3,2,24.05063291
2afms5s,https://www.immowelt.de/expose/2afms5s,Berlin,Friedrichshain,"MatternstraÃe 16, Berlin (Friedrichshain)",Matternstrße 16,2070,,,47,,,20230731,,2,2,44.04255319
2axhs5s,https://www.immowelt.de/expose/2axhs5s,Berlin,Friedrichshain,"MatternstraÃe 16, Berlin (Friedrichshain)",Matternstrße 16,1750,,,62,,,20230731,,3,2,28.22580645
2a4hs5s,https://www.immowelt.de/expose/2a4hs5s,Berlin,Moabit,"Lehrter StraÃe 24b, Berlin (Moabit)",Lehrter strße 24b,1245,,,29,,,20230731,,1,2,42.93103448
2alds5s,https://www.immowelt.de/expose/2alds5s,Berlin,Friedrichshain,"Gabriel-Max-StraÃe 16, Berlin (Friedrichshain)",Gabriel-max-strße 16,1190,,,34,,,20230731,,1,2,35
2aw9s5s,https://www.immowelt.de/expose/2aw9s5s,Berlin,Friedrichshain,"Boxhagener Str. 114, Berlin (Friedrichshain)",Boxhagener str. 114,2070,,,57,,,20230731,,2,2,36.31578947
2a4vr5s,https://www.immowelt.de/expose/2a4vr5s,Berlin,Charlottenburg,"PestalozzistraÃe 69, Berlin (Charlottenburg)",Pestalozzistrße 69,1400,,,37,,,20230731,,1,2,37.83783784
2a5zn5s,https://www.immowelt.de/expose/2a5zn5s,Berlin,Köpenick,"WendenschlossstraÃe 312a, Berlin (KÃ¶penick)",Wendenschlossstrße 312a,3300,,,220,,,20230731,,3,2,15
2aqdm5s,https://www.immowelt.de/expose/2aqdm5s,Berlin,Adlershof,"DÃ¶rpfeldstraÃe 33, Berlin (Adlershof)",Dã¶rpfeldstrße 33,1586,,,122,,,20230731,,3,2,13
2axfg5s,https://www.immowelt.de/expose/2axfg5s,Berlin,Mitte,Berlin (Mitte),,5930,,,233.74,,,20230731,,4,1,25.37006931
2aedg5s,https://www.immowelt.de/expose/2aedg5s,Berlin,Mitte,Berlin (Mitte),,5930,,,233.74,,,20230731,,4,1,25.37006931
2a2ee5s,https://www.immowelt.de/expose/2a2ee5s,Berlin,Moabit,"Lehrter Str. 25, Berlin (Moabit)",Lehrter str. 25,1500,,,57.7,,,20230731,,2,2,25.9965338
2ave65v,https://www.immowelt.de/expose/2ave65v,Berlin,Zehlendorf,"Clauertstr. 73, Berlin (Zehlendorf)",Clauertstr. 73,1319.26,,,94,,,20230731,,3,2,14.03468085
2a2da5s,https://www.immowelt.de/expose/2a2da5s,Berlin,Charlottenburg,"PestalozzistraÃe 97, Berlin (Charlottenburg)",Pestalozzistrße 97,2200,,,70.59,,,20230731,,2,2,31.16588752
2auca5s,https://www.immowelt.de/expose/2auca5s,Berlin,Charlottenburg,"PestalozzistraÃe 97, Berlin (Charlottenburg)",Pestalozzistrße 97,1800,,,51.06,,,20230731,,2,2,35.25264395
2ahz25s,https://www.immowelt.de/expose/2ahz25s,Berlin,Altglienicke,Berlin (Altglienicke),,2150,,,102,,,20230731,,4,1,21.07843137
2a4ny5r,https://www.immowelt.de/expose/2a4ny5r,Berlin,Gesundbrunnen,"Freienwalder StraÃe 35, Berlin (Gesundbrunnen)",Freienwalder strße 35,1745,,,73,,,20230731,,3,2,23.90410959
2a2ex5r,https://www.immowelt.de/expose/2a2ex5r,Berlin,Friedrichshain,"Neue BahnhofstraÃe 8, Berlin (Friedrichshain)",Neue bahnhofstrße 8,2864.25,,,190.95,,,20230731,,5,2,15
2afvv5r,https://www.immowelt.de/expose/2afvv5r,Berlin,Johannisthal,"Sterndamm 93-97, Berlin (Johannisthal)",Sterndamm 93-97,1697,,,84.85,,,20230731,,4,2,20
2a5pv5r,https://www.immowelt.de/expose/2a5pv5r,Berlin,Johannisthal,"Sterndamm 93-97, Berlin (Johannisthal)",Sterndamm 93-97,1080,,,50.36,,,20230731,,2,2,21.44559174
2ac9v5r,https://www.immowelt.de/expose/2ac9v5r,Berlin-KÃ¶penick,Köpenick,Berlin-KÃ¶penick (KÃ¶penick),,980,,,85,,,20230731,,3,1,11.52941176
2autu5z,https://www.immowelt.de/expose/2autu5z,Berlin,Oberschöneweide,Berlin (OberschÃ¶neweide),,708,,,22.6,,,20230731,,1,1,31.32743363
2aanp5r,https://www.immowelt.de/expose/2aanp5r,Berlin,Steglitz,Berlin (Steglitz),,2490,,,137,,,20230731,,4,1,18.17518248
2at3l5r,https://www.immowelt.de/expose/2at3l5r,Berlin,Mitte,"Jerusalemer StraÃe 14, Berlin (Mitte)",Jerusalemer strße 14,3627,,,226,,,20230731,,4,2,16.04867257
2a9sj5r,https://www.immowelt.de/expose/2a9sj5r,Berlin,Neukölln,"RollbergstraÃe 1, Berlin (NeukÃ¶lln)",Rollbergstrße 1,1850,,,72,,,20230731,,2,2,25.69444444
